EOG090700IY	Duplicated	scaffold5_pilon_pilon	17867644	17945478	2309.6	1123
EOG090700J6	Duplicated	scaffold4149_pilon_pilon	174550	184162	2337.1	1170
EOG090700J6	Duplicated	scaffold6_pilon_pilon	1445848	1474260	2687.9	1286
EOG090700J9	Duplicated	scaffold11_pilon_pilon	9664626	9727106	2118.9	1101
EOG090700J9	Duplicated	scaffold3452_pilon_pilon	131562	223986	2114.1	1094
EOG090700MT	Duplicated	scaffold13_pilon_pilon	12400354	12467237	2193.1	1170
EOG090700MT	Duplicated	scaffold2385_pilon_pilon	25594	143865	1950.9	1190
EOG090700MU	Duplicated	scaffold18_pilon_pilon	16149257	16197608	2236.1	1158
EOG090700MU	Duplicated	scaffold756_pilon_pilon	470889	515323	2034.4	1265
EOG090700NV	Duplicated	scaffold333_pilon_pilon	190697	414549	2242.0	1299
EOG090700NV	Duplicated	scaffold9_pilon_pilon	3951655	4082725	2424.9	1308
EOG090700NX	Duplicated	scaffold2_pilon_pilon	13351054	13452634	2005.5	978
EOG090700NX	Duplicated	scaffold3080_pilon_pilon	140197	249743	1764.9	970
EOG090700OH	Duplicated	scaffold4176_pilon_pilon	42352	230848	1789.4	1016
EOG090700OH	Duplicated	scaffold85_pilon_pilon	4540150	4629246	1975.4	1090
EOG090700OV	Duplicated	scaffold2595_pilon_pilon	34656	104767	2109.5	1061
EOG090700OV	Duplicated	scaffold94_pilon_pilon	289657	359398	2209.4	1027
EOG090700QZ	Duplicated	scaffold422_pilon_pilon	772545	852021	1967.4	987
EOG090700QZ	Duplicated	scaffold43_pilon_pilon	1803544	1885497	1734.6	960
EOG090700R1	Duplicated	scaffold197_pilon_pilon	365427	449084	2168.3	1100
EOG090700R1	Duplicated	scaffold816_pilon_pilon	515577	634527	2017.5	1098
EOG090700R6	Duplicated	scaffold13_pilon_pilon	18798661	18865063	1880.2	908
EOG090700R6	Duplicated	scaffold9742_pilon_pilon	53794	105964	1616.9	850
EOG090700RC	Duplicated	scaffold2291_pilon_pilon	103821	148306	1129.2	970
EOG090700RC	Duplicated	scaffold23_pilon_pilon	16553979	16576606	1243.0	967
EOG090700RF	Duplicated	scaffold175_pilon_pilon	1424054	1472924	2100.8	1031
EOG090700RF	Duplicated	scaffold1788_pilon_pilon	274895	370472	1879.8	946
EOG090700RH	Duplicated	scaffold3933_pilon_pilon	82272	161053	2331.0	1144
EOG090700RH	Duplicated	scaffold56_pilon_pilon	10093094	10147099	2494.0	1208
EOG090700TX	Duplicated	scaffold1909_pilon_pilon	120550	178677	2088.4	1072
EOG090700TX	Duplicated	scaffold284_pilon_pilon	391760	409149	2337.0	1066
EOG090700U1	Duplicated	scaffold162_pilon_pilon	3728965	3749417	1630.2	973
EOG090700U1	Duplicated	scaffold6813_pilon_pilon	16236	58674	1484.0	940
EOG090700UD	Duplicated	scaffold2844_pilon_pilon	94577	120596	1792.6	984
EOG090700UD	Duplicated	scaffold2_pilon_pilon	10964401	11002382	1985.4	983
EOG090700V5	Duplicated	scaffold58_pilon_pilon	5788946	5845475	1454.9	939
EOG090700V5	Duplicated	scaffold68_pilon_pilon	9732830	9761817	1241.1	923
EOG090700VE	Duplicated	scaffold1234_pilon_pilon	470692	494946	1766.6	896
EOG090700VE	Duplicated	scaffold93_pilon_pilon	2467175	2476903	1975.8	908
EOG090700VJ	Duplicated	scaffold159_pilon_pilon	3573642	3711844	1726.4	961
EOG090700VJ	Duplicated	scaffold2351_pilon_pilon	58776	207759	1585.3	931
EOG090700W5	Duplicated	scaffold43_pilon_pilon	6734163	6795243	1490.2	920
EOG090700W5	Duplicated	scaffold5007_pilon_pilon	137711	197427	1344.1	1034
EOG090700WJ	Duplicated	scaffold35_pilon_pilon	422389	446448	2210.9	1052
EOG090700WJ	Duplicated	scaffold5386_pilon_pilon	82136	144262	1920.5	1040
EOG090700XG	Duplicated	scaffold363_pilon_pilon	994154	1044374	1818.5	960
EOG090700XG	Duplicated	scaffold88_pilon_pilon	1561954	1644814	1983.6	968
EOG090700XL	Duplicated	scaffold2392_pilon_pilon	39212	136189	1926.4	983
EOG090700XL	Duplicated	scaffold65_pilon_pilon	2336702	2365921	2071.2	956
EOG090700XV	Duplicated	scaffold116_pilon_pilon	5346145	5405267	1690.9	950
EOG090700XV	Duplicated	scaffold6931_pilon_pilon	29186	41266	1851.9	970
EOG090700XX	Duplicated	scaffold422_pilon_pilon	510824	532282	1497.0	756
EOG090700XX	Duplicated	scaffold43_pilon_pilon	1298346	1321127	1667.9	805
EOG0907010X	Duplicated	scaffold1341_pilon_pilon	271549	396773	1701.1	888
EOG0907010X	Duplicated	scaffold6_pilon_pilon	4253583	4340145	1828.0	896
EOG09070110	Duplicated	scaffold23_pilon_pilon	14548422	14594116	1958.9	943
EOG09070110	Duplicated	scaffold5223_pilon_pilon	126989	177518	1956.6	943
EOG0907011A	Duplicated	scaffold12745_pilon_pilon	68	47147	1042.1	556
EOG0907011A	Duplicated	scaffold56_pilon_pilon	11469656	11488119	1194.7	550
EOG0907012E	Duplicated	scaffold12_pilon_pilon	8193633	8242759	1525.2	759
EOG0907012E	Duplicated	scaffold18577_pilon_pilon	33165	47767	1401.9	729
EOG0907012P	Duplicated	scaffold15023_pilon_pilon	25353	39287	1563.1	916
EOG0907012P	Duplicated	scaffold50_pilon_pilon	6921472	6939005	1807.4	924
EOG0907014C	Duplicated	scaffold1_pilon_pilon	40731370	40786674	1792.8	945
EOG0907014C	Duplicated	scaffold6231_pilon_pilon	99163	158217	1773.7	939
EOG0907014T	Duplicated	scaffold1834_pilon_pilon	254611	368433	1942.2	952
EOG0907014T	Duplicated	scaffold4_pilon_pilon	35616085	35703730	1948.4	953
EOG0907014V	Duplicated	scaffold297_pilon_pilon	1041601	1176988	1907.5	886
EOG0907014V	Duplicated	scaffold51_pilon_pilon	1925026	2018899	1666.6	839
EOG0907015X	Duplicated	scaffold132_pilon_pilon	862515	949297	1602.8	741
EOG0907015X	Duplicated	scaffold6499_pilon_pilon	34377	152321	1657.8	792
EOG09070167	Duplicated	scaffold17_pilon_pilon	9910548	9943922	1659.9	840
EOG09070167	Duplicated	scaffold6149_pilon_pilon	60366	100790	1491.7	839
EOG0907017A	Duplicated	scaffold169_pilon_pilon	44005	61185	1637.6	862
EOG0907017A	Duplicated	scaffold2875_pilon_pilon	147785	195206	1396.7	869
EOG0907018X	Duplicated	scaffold3692_pilon_pilon	52242	177723	1729.5	998
EOG0907018X	Duplicated	scaffold58_pilon_pilon	1092792	1121379	1965.3	997
EOG0907019D	Duplicated	scaffold674_pilon_pilon	618449	730439	1696.9	804
EOG0907019D	Duplicated	scaffold95_pilon_pilon	1246970	1318486	1792.6	816
EOG090701AX	Duplicated	scaffold1800_pilon_pilon	139056	249547	1823.7	848
EOG090701AX	Duplicated	scaffold4_pilon_pilon	28658524	28718532	1865.0	847
EOG090701BL	Duplicated	scaffold162_pilon_pilon	3215075	3225082	1841.5	873
EOG090701BL	Duplicated	scaffold20756_pilon_pilon	2703	15285	1623.8	873
EOG090701C7	Duplicated	scaffold14981_pilon_pilon	18438	44168	1565.8	807
EOG090701C7	Duplicated	scaffold8_pilon_pilon	6463631	6475685	1576.7	764
EOG090701E3	Duplicated	scaffold15_pilon_pilon	8289344	8320925	1055.7	566
EOG090701E3	Duplicated	scaffold313_pilon_pilon	314779	361650	1010.8	535
EOG090701ET	Duplicated	scaffold6848_pilon_pilon	80499	141480	1446.6	755
EOG090701ET	Duplicated	scaffold9_pilon_pilon	15498238	15551632	1562.1	755
EOG090701F1	Duplicated	scaffold12757_pilon_pilon	3245	34624	1279.6	752
EOG090701F1	Duplicated	scaffold72_pilon_pilon	3560659	3579540	1475.6	752
EOG090701FU	Duplicated	scaffold132_pilon_pilon	2400364	2420099	1269.9	594
EOG090701FU	Duplicated	scaffold3117_pilon_pilon	8171	70076	1122.6	593
EOG090701GL	Duplicated	scaffold2583_pilon_pilon	187702	190959	1562.8	888
EOG090701GL	Duplicated	scaffold50_pilon_pilon	5162411	5171888	1730.3	866
EOG090701H6	Duplicated	scaffold5388_pilon_pilon	45553	127491	1601.4	823
EOG090701H6	Duplicated	scaffold8_pilon_pilon	27284963	27348750	1825.6	827
EOG090701HP	Duplicated	scaffold13212_pilon_pilon	20158	48011	1412.0	835
EOG090701HP	Duplicated	scaffold5_pilon_pilon	9622691	9642967	1655.5	897
EOG090701I6	Duplicated	scaffold719_pilon_pilon	57711	135143	1618.4	833
EOG090701I6	Duplicated	scaffold9_pilon_pilon	8961398	9033203	1622.6	834
EOG090701IG	Duplicated	scaffold2413_pilon_pilon	110789	203679	1426.3	733
EOG090701IG	Duplicated	scaffold6_pilon_pilon	12787386	12868665	1288.0	649
EOG090701JF	Duplicated	scaffold26_pilon_pilon	2326273	2345822	1666.0	822
EOG090701JF	Duplicated	scaffold299_pilon_pilon	1112388	1163784	1580.3	822
EOG090701L8	Duplicated	scaffold17_pilon_pilon	3571153	3623388	1407.5	817
EOG090701L8	Duplicated	scaffold1885_pilon_pilon	234875	295994	1472.9	821
EOG090701LA	Duplicated	scaffold58_pilon_pilon	1843081	1869948	1811.6	867
EOG090701LA	Duplicated	scaffold7094_pilon_pilon	1543	50556	1577.2	851
EOG090701MA	Duplicated	scaffold151_pilon_pilon	347296	399437	1142.9	564
EOG090701MA	Duplicated	scaffold17198_pilon_pilon	25887	57710	1072.8	550
EOG090701MF	Duplicated	scaffold12558_pilon_pilon	55489	70092	557.3	516
EOG090701MF	Duplicated	scaffold64_pilon_pilon	4723333	4764649	600.8	333
EOG090701NH	Duplicated	scaffold162_pilon_pilon	2198109	2251797	1336.6	691
EOG090701NH	Duplicated	scaffold709_pilon_pilon	481978	589974	1467.7	746
EOG090701NZ	Duplicated	scaffold1534_pilon_pilon	264601	280580	1460.6	742
EOG090701NZ	Duplicated	scaffold88_pilon_pilon	237740	269354	1522.7	741
EOG090701PF	Duplicated	scaffold19293_pilon_pilon	1573	50349	1554.8	778
EOG090701PF	Duplicated	scaffold23_pilon_pilon	17814157	17840991	1663.9	781
EOG090701PG	Duplicated	scaffold160_pilon_pilon	2452579	2499336	1515.9	693
EOG090701PG	Duplicated	scaffold4283_pilon_pilon	192335	229345	1521.9	751
EOG090701PR	Duplicated	scaffold153_pilon_pilon	3232415	3298951	905.4	518
EOG090701PR	Duplicated	scaffold4722_pilon_pilon	78683	125681	776.3	546
EOG090701RD	Duplicated	scaffold10_pilon_pilon	24063469	24097103	1520.2	723
EOG090701RD	Duplicated	scaffold2152_pilon_pilon	260944	378875	1346.9	720
EOG090701TK	Duplicated	scaffold191_pilon_pilon	3773699	3805682	1518.6	748
EOG090701TK	Duplicated	scaffold49_pilon_pilon	4306084	4308336	1359.3	664
EOG090701UN	Duplicated	scaffold4_pilon_pilon	93020	152219	1388.4	707
EOG090701UN	Duplicated	scaffold6017_pilon_pilon	41126	118876	1307.5	670
EOG090701VI	Duplicated	scaffold10321_pilon_pilon	37825	79151	616.9	615
EOG090701VI	Duplicated	scaffold2633_pilon_pilon	225080	248257	616.4	583
EOG090701VI	Duplicated	scaffold65_pilon_pilon	4472492	4517662	640.5	620
EOG090701VL	Duplicated	scaffold12229_pilon_pilon	6903	60109	1500.7	738
EOG090701VL	Duplicated	scaffold248_pilon_pilon	1257475	1287918	1387.2	681
EOG090701VN	Duplicated	scaffold14_pilon_pilon	22197685	22252480	1145.9	644
EOG090701VN	Duplicated	scaffold633_pilon_pilon	651369	685639	1058.1	604
EOG090701WM	Duplicated	scaffold163_pilon_pilon	1042526	1109660	1299.5	600
EOG090701WM	Duplicated	scaffold3593_pilon_pilon	73320	139633	1158.9	600
EOG090701WQ	Duplicated	scaffold16_pilon_pilon	2515842	2625489	1122.8	759
EOG090701WQ	Duplicated	scaffold1814_pilon_pilon	13965	111003	1144.6	757
EOG090701WZ	Duplicated	scaffold2342_pilon_pilon	203889	284421	2494.6	1268
EOG090701WZ	Duplicated	scaffold98_pilon_pilon	7126388	7196480	2236.3	1269
EOG090701XE	Duplicated	scaffold34_pilon_pilon	7039113	7084648	1461.2	664
EOG090701XE	Duplicated	scaffold6694_pilon_pilon	36540	74672	1327.2	664
EOG090701XF	Duplicated	scaffold1659_pilon_pilon	299405	389541	1374.7	764
EOG090701XF	Duplicated	scaffold67_pilon_pilon	8810194	8915709	1576.5	777
EOG090701XP	Duplicated	scaffold4624_pilon_pilon	56270	163265	1439.1	711
EOG090701XP	Duplicated	scaffold54_pilon_pilon	9115945	9165012	1446.2	732
EOG090701Y0	Duplicated	scaffold114_pilon_pilon	6218437	6250318	1871.8	1197
EOG090701Y0	Duplicated	scaffold254_pilon_pilon	1227375	1231019	1630.3	1127
EOG090701Y0	Duplicated	scaffold267_pilon_pilon	167968	175832	1650.1	947
EOG090701YB	Duplicated	scaffold118_pilon_pilon	2876043	2951866	812.3	461
EOG090701YB	Duplicated	scaffold658_pilon_pilon	230040	300141	757.8	470
EOG090701Z7	Duplicated	scaffold1952_pilon_pilon	241795	374606	1386.4	758
EOG090701Z7	Duplicated	scaffold85_pilon_pilon	2366673	2426235	1566.8	767
EOG090701ZC	Duplicated	scaffold183_pilon_pilon	2314049	2403313	1036.4	556
EOG090701ZC	Duplicated	scaffold391_pilon_pilon	34105	128584	952.9	565
EOG09070200	Duplicated	scaffold11_pilon_pilon	9624600	9656351	1306.9	722
EOG09070200	Duplicated	scaffold3452_pilon_pilon	14849	79401	1200.8	720
EOG09070208	Duplicated	scaffold149_pilon_pilon	2100545	2198151	1470.8	696
EOG09070208	Duplicated	scaffold2544_pilon_pilon	118704	138174	1305.1	694
EOG09070209	Duplicated	scaffold2698_pilon_pilon	112093	239914	1353.3	674
EOG09070209	Duplicated	scaffold7_pilon_pilon	23678254	23731220	1427.1	689
EOG0907020J	Duplicated	scaffold17_pilon_pilon	2302582	2358458	932.1	425
EOG0907020J	Duplicated	scaffold369_pilon_pilon	223777	328668	923.6	449
EOG0907021T	Duplicated	scaffold1508_pilon_pilon	330920	413374	1275.0	774
EOG0907021T	Duplicated	scaffold88_pilon_pilon	6337701	6364552	1394.1	795
EOG09070226	Duplicated	scaffold21173_pilon_pilon	15509	24818	627.4	324
EOG09070226	Duplicated	scaffold5_pilon_pilon	19699076	19734722	604.8	339
EOG0907022K	Duplicated	scaffold31_pilon_pilon	3098549	3174661	1203.0	643
EOG0907022K	Duplicated	scaffold708_pilon_pilon	605406	630717	1337.1	658
EOG09070238	Duplicated	scaffold1_pilon_pilon	56310536	56324980	1392.7	697
EOG09070238	Duplicated	scaffold2170_pilon_pilon	349933	362962	1307.6	697
EOG0907023M	Duplicated	scaffold2199_pilon_pilon	85851	164999	1289.2	662
EOG0907023M	Duplicated	scaffold28_pilon_pilon	4011035	4043072	1398.0	662
EOG09070240	Duplicated	scaffold13250_pilon_pilon	52409	57192	1134.7	734
EOG09070240	Duplicated	scaffold947_pilon_pilon	382904	407015	1062.6	730
EOG0907024I	Duplicated	scaffold58_pilon_pilon	5703177	5745753	1066.0	609
EOG0907024I	Duplicated	scaffold8422_pilon_pilon	1573	72103	1031.2	657
EOG09070261	Duplicated	scaffold1851_pilon_pilon	195346	238591	1322.5	716
EOG09070261	Duplicated	scaffold1_pilon_pilon	11752778	11813038	1497.6	711
EOG0907028M	Duplicated	scaffold376_pilon_pilon	751969	790268	1230.0	694
EOG0907028M	Duplicated	scaffold68_pilon_pilon	9195900	9229393	1430.4	694
EOG09070295	Duplicated	scaffold164_pilon_pilon	4703879	4743398	1044.8	546
EOG09070295	Duplicated	scaffold672_pilon_pilon	624229	658403	1055.0	649
EOG09070298	Duplicated	scaffold3_pilon_pilon	12300520	12346021	1290.1	594
EOG09070298	Duplicated	scaffold8310_pilon_pilon	6286	135686	1185.4	588
EOG0907029S	Duplicated	scaffold138_pilon_pilon	1434144	1493400	1244.0	661
EOG0907029S	Duplicated	scaffold2705_pilon_pilon	266639	311174	1244.4	661
EOG090702AF	Duplicated	scaffold1273_pilon_pilon	168494	269630	1200.6	658
EOG090702AF	Duplicated	scaffold45_pilon_pilon	1887727	1917826	1305.8	645
EOG090702AL	Duplicated	scaffold354_pilon_pilon	534045	572187	936.9	533
EOG090702AL	Duplicated	scaffold36_pilon_pilon	865315	896575	908.0	487
EOG090702B9	Duplicated	scaffold188_pilon_pilon	231890	239492	1278.3	674
EOG090702B9	Duplicated	scaffold1922_pilon_pilon	22414	48005	1168.3	624
EOG090702BP	Duplicated	scaffold5803_pilon_pilon	75425	142883	1089.0	556
EOG090702BP	Duplicated	scaffold92_pilon_pilon	1036944	1079086	1127.1	556
EOG090702BU	Duplicated	scaffold28_pilon_pilon	1906025	1935503	1360.3	640
EOG090702BU	Duplicated	scaffold5415_pilon_pilon	68665	118727	1286.2	643
EOG090702DB	Duplicated	scaffold10448_pilon_pilon	28211	65224	1352.5	652
EOG090702DB	Duplicated	scaffold33_pilon_pilon	7342757	7371211	1423.9	652
EOG090702DY	Duplicated	scaffold1026_pilon_pilon	338751	387496	1262.4	624
EOG090702DY	Duplicated	scaffold21_pilon_pilon	3527750	3567169	1323.0	660
EOG090702EG	Duplicated	scaffold1333_pilon_pilon	110534	190517	1179.6	784
EOG090702EG	Duplicated	scaffold213_pilon_pilon	2783553	2873745	1208.0	748
EOG090702EO	Duplicated	scaffold1324_pilon_pilon	336939	431646	1017.7	707
EOG090702EO	Duplicated	scaffold165_pilon_pilon	479455	549339	1095.9	642
EOG090702FH	Duplicated	scaffold4274_pilon_pilon	50881	84519	910.3	627
EOG090702FH	Duplicated	scaffold79_pilon_pilon	4602108	4671268	963.8	738
EOG090702FM	Duplicated	scaffold5_pilon_pilon	24002497	24054998	1417.2	709
EOG090702FM	Duplicated	scaffold7534_pilon_pilon	25670	44795	1275.8	727
EOG090702GU	Duplicated	scaffold95_pilon_pilon	2779518	2852979	1234.5	601
EOG090702GU	Duplicated	scaffold996_pilon_pilon	332940	448679	1221.1	623
EOG090702GV	Duplicated	scaffold1341_pilon_pilon	49664	105209	1213.5	623
EOG090702GV	Duplicated	scaffold6_pilon_pilon	4094187	4145814	1275.8	621
EOG090702IP	Duplicated	scaffold3_pilon_pilon	28212475	28404429	1103.8	562
EOG090702IP	Duplicated	scaffold4057_pilon_pilon	48932	225115	1019.4	562
EOG090702IU	Duplicated	scaffold1739_pilon_pilon	261937	302344	1111.6	629
EOG090702IU	Duplicated	scaffold187_pilon_pilon	2332735	2370571	1275.5	633
EOG090702JO	Duplicated	scaffold150_pilon_pilon	1029325	1078728	1484.7	847
EOG090702JO	Duplicated	scaffold1819_pilon_pilon	84298	201347	1286.1	867
EOG090702JT	Duplicated	scaffold58_pilon_pilon	4687710	4743244	1115.3	535
EOG090702JT	Duplicated	scaffold9363_pilon_pilon	66160	102246	997.3	534
EOG090702LH	Duplicated	scaffold67_pilon_pilon	1131237	1192782	889.5	433
EOG090702LH	Duplicated	scaffold7012_pilon_pilon	63153	88814	826.7	387
EOG090702MO	Duplicated	scaffold124_pilon_pilon	4282440	4312980	844.8	636
EOG090702MO	Duplicated	scaffold755_pilon_pilon	56970	59384	853.3	642
EOG090702NA	Duplicated	scaffold526_pilon_pilon	190165	192288	1105.1	618
EOG090702NA	Duplicated	scaffold52_pilon_pilon	6080185	6101948	1160.2	592
EOG090702ON	Duplicated	scaffold1119_pilon_pilon	76184	128453	1041.7	565
EOG090702ON	Duplicated	scaffold75_pilon_pilon	732725	781722	943.9	499
EOG090702Q4	Duplicated	scaffold429_pilon_pilon	183572	211482	1302.4	600
EOG090702Q4	Duplicated	scaffold5_pilon_pilon	29979860	30011232	1342.1	594
EOG090702Q8	Duplicated	scaffold1_pilon_pilon	7883755	7933437	1364.9	621
EOG090702Q8	Duplicated	scaffold360_pilon_pilon	891823	1004068	1280.1	621
EOG090702Q9	Duplicated	scaffold17_pilon_pilon	5066602	5094129	1381.1	626
EOG090702Q9	Duplicated	scaffold5066_pilon_pilon	68784	115836	1191.0	624
EOG090702QL	Duplicated	scaffold2473_pilon_pilon	268653	270551	351.6	416
EOG090702QL	Duplicated	scaffold461_pilon_pilon	382163	386217	323.1	443
EOG090702S0	Duplicated	scaffold12011_pilon_pilon	1835	52821	1028.0	505
EOG090702S0	Duplicated	scaffold18_pilon_pilon	10822056	10873189	1082.4	505
EOG090702SR	Duplicated	scaffold1534_pilon_pilon	292767	298182	1007.0	501
EOG090702SR	Duplicated	scaffold88_pilon_pilon	256594	284127	1161.9	570
EOG090702UE	Duplicated	scaffold140_pilon_pilon	3997208	4028341	1203.7	564
EOG090702UE	Duplicated	scaffold17581_pilon_pilon	18233	48889	1126.6	585
EOG090702UN	Duplicated	scaffold17_pilon_pilon	2131522	2152435	987.3	528
EOG090702UN	Duplicated	scaffold369_pilon_pilon	444356	464446	937.3	528
EOG090702UY	Duplicated	scaffold124_pilon_pilon	3860878	3892135	1103.8	611
EOG090702UY	Duplicated	scaffold25_pilon_pilon	9474838	9496682	1121.6	635
EOG090702VD	Duplicated	scaffold1047_pilon_pilon	285884	301795	1152.3	558
EOG090702VD	Duplicated	scaffold269_pilon_pilon	1890952	1914509	1205.0	558
EOG090702W5	Duplicated	scaffold124_pilon_pilon	215640	242519	1090.6	547
EOG090702W5	Duplicated	scaffold2868_pilon_pilon	45253	156666	992.3	558
EOG090702W9	Duplicated	scaffold331_pilon_pilon	794205	825009	1101.9	583
EOG090702W9	Duplicated	scaffold547_pilon_pilon	338878	383353	1176.1	596
EOG090702WY	Duplicated	scaffold5440_pilon_pilon	2807	63641	894.1	483
EOG090702WY	Duplicated	scaffold6_pilon_pilon	10565009	10586827	1024.2	517
EOG090702XD	Duplicated	scaffold1_pilon_pilon	28072989	28155598	1320.1	673
EOG090702XD	Duplicated	scaffold211_pilon_pilon	98716	216623	1335.1	659
EOG090702YO	Duplicated	scaffold2274_pilon_pilon	220040	259346	1162.0	539
EOG090702YO	Duplicated	scaffold37_pilon_pilon	11503469	11525175	1213.6	540
EOG090702YQ	Duplicated	scaffold12120_pilon_pilon	35537	66326	1189.3	601
EOG090702YQ	Duplicated	scaffold34_pilon_pilon	11874181	11945803	1224.7	586
EOG090702YS	Duplicated	scaffold1767_pilon_pilon	194040	213304	1115.5	580
EOG090702YS	Duplicated	scaffold27_pilon_pilon	1028983	1045996	1210.4	580
EOG0907030Q	Duplicated	scaffold11_pilon_pilon	561015	606289	1288.0	696
EOG0907030Q	Duplicated	scaffold961_pilon_pilon	131593	219033	1234.4	691
EOG09070310	Duplicated	scaffold392_pilon_pilon	855681	888349	1119.6	527
EOG09070310	Duplicated	scaffold77_pilon_pilon	4163889	4215415	1162.2	527
EOG0907031R	Duplicated	scaffold1295_pilon_pilon	106425	157535	1064.4	574
EOG0907031R	Duplicated	scaffold14_pilon_pilon	11205264	11268066	1190.4	575
EOG09070333	Duplicated	scaffold162_pilon_pilon	4254078	4273609	834.8	400
EOG09070333	Duplicated	scaffold715_pilon_pilon	584293	595171	773.6	436
EOG09070349	Duplicated	scaffold53_pilon_pilon	9286629	9329806	838.6	456
EOG09070349	Duplicated	scaffold768_pilon_pilon	52586	71874	841.0	530
EOG09070357	Duplicated	scaffold124_pilon_pilon	3242599	3283782	1172.4	612
EOG09070357	Duplicated	scaffold789_pilon_pilon	569961	592833	1064.0	612
EOG09070358	Duplicated	scaffold11069_pilon_pilon	44908	52084	1108.5	573
EOG09070358	Duplicated	scaffold60_pilon_pilon	2707871	2737806	1012.5	554
EOG0907035F	Duplicated	scaffold492_pilon_pilon	349172	386237	777.0	479
EOG0907035F	Duplicated	scaffold86_pilon_pilon	8228754	8262619	911.8	500
EOG0907036C	Duplicated	scaffold145_pilon_pilon	3811248	3825637	1228.0	562
EOG0907036C	Duplicated	scaffold844_pilon_pilon	558853	569008	1105.2	562
EOG0907037I	Duplicated	scaffold20_pilon_pilon	2802179	2861759	1479.6	800
EOG0907037I	Duplicated	scaffold583_pilon_pilon	321766	384387	1307.5	851
EOG09070382	Duplicated	scaffold162_pilon_pilon	1333903	1361291	1134.7	537
EOG09070382	Duplicated	scaffold3397_pilon_pilon	214431	249226	1045.0	517
EOG0907038F	Duplicated	scaffold5453_pilon_pilon	20271	102502	903.7	494
EOG0907038F	Duplicated	scaffold98_pilon_pilon	5007776	5048329	974.7	510
EOG0907039Q	Duplicated	scaffold1_pilon_pilon	47074048	47139727	972.0	472
EOG0907039Q	Duplicated	scaffold4717_pilon_pilon	116936	162197	913.6	471
EOG090703BY	Duplicated	scaffold59_pilon_pilon	7796876	7871172	954.3	629
EOG090703BY	Duplicated	scaffold6801_pilon_pilon	54889	124928	943.0	651
EOG090703D6	Duplicated	scaffold20957_pilon_pilon	6041	18050	704.4	407
EOG090703D6	Duplicated	scaffold44_pilon_pilon	13025056	13058702	785.8	439
EOG090703DE	Duplicated	scaffold24_pilon_pilon	15988515	16008312	877.7	580
EOG090703DE	Duplicated	scaffold8378_pilon_pilon	7026	38831	1032.5	576
EOG090703DR	Duplicated	scaffold262_pilon_pilon	1485377	1507294	1091.2	579
EOG090703DR	Duplicated	scaffold4706_pilon_pilon	169917	202602	1127.4	603
EOG090703EE	Duplicated	scaffold154_pilon_pilon	1598499	1622483	390.2	346
EOG090703EE	Duplicated	scaffold23929_pilon_pilon	9162	27008	394.0	400
EOG090703EE	Duplicated	scaffold27_pilon_pilon	7838741	7891905	419.8	289
EOG090703EI	Duplicated	scaffold18040_pilon_pilon	3688	57068	922.3	506
EOG090703EI	Duplicated	scaffold19_pilon_pilon	3671518	3686667	1043.6	522
